data,values_g,diff_g,values_e,diff_e,prod_pe,prod_et,venda_g,venda_e,cos_year,sin_year
2017-11-01,790831.983,-33876.32799999998,696732.575,-53226.94900000002,3.1532021548026696,552964.951,3.2864441118185317,2.650347423078921,0.999922676500736,-0.012435474241240176
2017-12-01,879407.474,88575.49100000004,763327.174,66594.59900000005,4.964237547023583,286778.828,3.315504497292872,2.7673919481069067,0.999922676500736,-0.012435474241240176
2018-01-01,748417.528,-130989.946,711387.329,-51939.84499999997,4.612638788816859,4589.828,3.361010894588761,2.862485833108524,0.9999565052864303,-0.009326710853736372
2018-02-01,728125.347,-20292.1810000001,661307.028,-50080.30099999998,3.7941760408670273,13090.291,3.409166234657715,2.9049193835799403,0.9999565052864303,-0.009326710853736372
2018-03-01,844241.43,116116.0830000001,747227.25,85920.22199999995,4.19438525981387,344432.495,3.3927925880784437,2.8941699978503657,0.9999565052864303,-0.009326710853736372
2018-04-01,775947.138,-68294.29200000002,698660.319,-48566.93099999998,3.092393701719117,1182846.721,3.4258868789797536,2.8281258800103077,0.9999565052864303,-0.009326710853736372
2018-05-01,698619.736,-77327.402,709072.121,10411.802000000023,4.139107593546404,1439582.745,3.5546503362851896,2.6735821800811865,0.9999565052864303,-0.009326710853736372
2018-06-01,708186.606,9566.869999999995,758688.606,49616.48499999999,3.8552236945405918,1589452.24,3.960344770636883,2.7844317146616864,0.9999565052864303,-0.009326710853736372
2018-07-01,623490.117,-84696.48900000006,828071.926,69383.31999999995,4.000051282828591,1709800.365,3.7941760408670273,2.603580047325717,0.9999565052864303,-0.009326710853736372
2018-08-01,686775.505,63285.38800000004,941759.68,113687.75400000007,4.088841531653666,1492164.749,3.7657896607909396,2.4611921275772457,0.9999565052864303,-0.009326710853736372
2018-09-01,620249.303,-66526.20200000005,885615.635,-56144.04500000004,3.8882314297662477,1346419.245,4.139107593546404,2.6194681662387254,0.9999565052864303,-0.009326710853736372
